22	6	2015	15	159.80
22	6	2015	16	158.41
22	6	2015	17	157.49
22	6	2015	18	156.11
22	6	2015	19	154.28
22	6	2015	20	152.92
22	6	2015	21	152.47
22	6	2015	22	152.02
22	6	2015	23	150.67
23	6	2015	0	150.67
23	6	2015	1	150.67
23	6	2015	2	150.67
23	6	2015	3	150.67
23	6	2015	4	150.67
23	6	2015	5	152.02
23	6	2015	6	152.47
23	6	2015	7	153.83
23	6	2015	8	154.74
23	6	2015	9	156.11
23	6	2015	10	157.49
23	6	2015	11	158.88
23	6	2015	12	159.80
23	6	2015	13	161.20
23	6	2015	14	161.66
23	6	2015	15	162.13
23	6	2015	16	163.54
23	6	2015	17	163.54
23	6	2015	18	163.54
23	6	2015	19	164.96
23	6	2015	20	165.43
23	6	2015	21	165.43
23	6	2015	22	165.43
23	6	2015	23	165.43
24	6	2015	0	165.43
24	6	2015	1	165.43
24	6	2015	2	165.43
24	6	2015	3	165.43
24	6	2015	4	165.43
24	6	2015	5	165.43
24	6	2015	6	165.43
24	6	2015	7	165.43
24	6	2015	8	165.43
24	6	2015	9	165.43
24	6	2015	10	165.43
24	6	2015	11	165.43
24	6	2015	12	165.43
24	6	2015	13	166.38
24	6	2015	14	165.43
24	6	2015	15	165.43
24	6	2015	16	165.43
24	6	2015	17	165.43
24	6	2015	18	165.43
24	6	2015	19	163.54
24	6	2015	20	163.54
24	6	2015	21	163.54
24	6	2015	22	161.66
24	6	2015	23	161.66
25	6	2015	0	159.80
25	6	2015	1	159.80
25	6	2015	2	157.95
25	6	2015	3	157.95
25	6	2015	4	157.03
25	6	2015	5	156.11
25	6	2015	6	155.20
25	6	2015	7	154.28
25	6	2015	8	152.92
25	6	2015	9	152.47
25	6	2015	10	151.57
25	6	2015	11	150.67
25	6	2015	12	150.67
25	6	2015	13	149.78
25	6	2015	14	148.89
25	6	2015	15	148.00
25	6	2015	16	147.11
25	6	2015	17	147.11
25	6	2015	18	145.35
25	6	2015	19	144.92
25	6	2015	20	144.05
25	6	2015	21	143.61
25	6	2015	22	142.74
25	6	2015	23	141.87
26	6	2015	0	141.44
26	6	2015	1	140.15
26	6	2015	2	140.15
26	6	2015	3	139.73
26	6	2015	4	138.45
26	6	2015	5	138.45
26	6	2015	6	137.60
26	6	2015	7	136.75
26	6	2015	8	136.75
26	6	2015	9	136.33
26	6	2015	10	135.07
26	6	2015	11	135.07
26	6	2015	12	134.65
26	6	2015	13	134.24
26	6	2015	14	133.40
26	6	2015	15	133.40
26	6	2015	16	132.16
26	6	2015	17	131.74
26	6	2015	18	131.74
26	6	2015	19	130.51
26	6	2015	20	130.10
26	6	2015	21	129.69
26	6	2015	22	128.47
26	6	2015	23	128.47
27	6	2015	0	127.26
27	6	2015	1	126.85
27	6	2015	2	125.64
27	6	2015	3	125.24
27	6	2015	4	125.24
27	6	2015	5	123.65
27	6	2015	6	123.65
27	6	2015	7	122.46
27	6	2015	8	122.06
27	6	2015	9	122.06
27	6	2015	10	120.89
27	6	2015	11	120.50
27	6	2015	12	119.33
27	6	2015	13	118.94
27	6	2015	14	118.94
27	6	2015	15	118.17
27	6	2015	16	117.39
27	6	2015	17	117.39
27	6	2015	18	115.86
27	6	2015	19	115.48
27	6	2015	20	115.86
27	6	2015	21	114.34
27	6	2015	22	114.34
27	6	2015	23	112.84
28	6	2015	0	112.84
28	6	2015	1	112.09
28	6	2015	2	111.34
28	6	2015	3	110.60
28	6	2015	4	109.86
28	6	2015	5	109.86
28	6	2015	6	109.49
28	6	2015	7	108.76
28	6	2015	8	108.39
28	6	2015	9	108.39
28	6	2015	10	106.93
28	6	2015	11	106.93
28	6	2015	12	106.57
28	6	2015	13	105.48
28	6	2015	14	105.48
28	6	2015	15	104.05
28	6	2015	16	104.05
28	6	2015	17	104.05
28	6	2015	18	102.99
28	6	2015	19	102.63
28	6	2015	20	101.57
28	6	2015	21	101.21
28	6	2015	22	100.86
28	6	2015	23	100.17
29	6	2015	0	99.82
29	6	2015	1	99.47
29	6	2015	2	98.43
29	6	2015	3	98.43
29	6	2015	4	97.40
29	6	2015	5	97.05
29	6	2015	6	96.37
29	6	2015	7	95.69
29	6	2015	8	95.69
29	6	2015	9	95.02
29	6	2015	10	94.34
29	6	2015	11	94.34
29	6	2015	12	94.01
29	6	2015	13	93.34
29	6	2015	14	93.00
29	6	2015	15	93.00
29	6	2015	16	92.67
29	6	2015	17	91.67
29	6	2015	18	91.67
29	6	2015	19	90.69
29	6	2015	20	90.36
29	6	2015	21	89.71
29	6	2015	22	89.05
29	6	2015	23	89.05
30	6	2015	0	89.05
30	6	2015	1	88.08
30	6	2015	2	87.76
30	6	2015	3	87.76
30	6	2015	4	86.80
30	6	2015	5	86.48
30	6	2015	6	86.16
30	6	2015	7	85.21
30	6	2015	8	85.21
30	6	2015	9	85.21
30	6	2015	10	84.58
30	6	2015	11	83.95
30	6	2015	12	83.95
30	6	2015	13	83.01
30	6	2015	14	83.01
30	6	2015	15	82.70
30	6	2015	16	82.70
30	6	2015	17	82.70
30	6	2015	18	81.47
30	6	2015	19	81.47
30	6	2015	20	81.17
30	6	2015	21	80.25
30	6	2015	22	80.25
30	6	2015	23	80.25
1	7	2015	0	79.64
1	7	2015	1	79.03
1	7	2015	2	79.03
1	7	2015	3	78.73
1	7	2015	4	77.83
1	7	2015	5	77.83
1	7	2015	6	77.83
1	7	2015	7	77.53
1	7	2015	8	76.64
1	7	2015	9	76.64
1	7	2015	10	76.64
1	7	2015	11	76.35
1	7	2015	12	75.46
1	7	2015	13	75.46
1	7	2015	14	75.46
1	7	2015	15	75.46
1	7	2015	16	74.29
1	7	2015	17	74.29
1	7	2015	18	74.29
1	7	2015	19	74.29
1	7	2015	20	73.72
1	7	2015	21	73.14
1	7	2015	22	73.14
1	7	2015	23	72.57
2	7	2015	0	71.99
2	7	2015	1	71.99
2	7	2015	2	71.99
2	7	2015	3	71.71
2	7	2015	4	70.86
2	7	2015	5	70.86
2	7	2015	6	70.86
2	7	2015	7	70.58
2	7	2015	8	70.58
2	7	2015	9	70.30
2	7	2015	10	70.58
2	7	2015	11	69.73
2	7	2015	12	69.73
2	7	2015	13	69.73
2	7	2015	14	69.73
2	7	2015	15	69.73
2	7	2015	16	69.73
2	7	2015	17	69.45
2	7	2015	18	68.62
2	7	2015	19	68.62
2	7	2015	20	68.62
2	7	2015	21	68.62
2	7	2015	22	68.62
2	7	2015	23	68.62
3	7	2015	0	68.62
3	7	2015	1	68.62
3	7	2015	2	68.07
3	7	2015	3	67.52
3	7	2015	4	67.52
3	7	2015	5	67.52
3	7	2015	6	67.52
3	7	2015	7	67.52
3	7	2015	8	67.80
3	7	2015	9	67.80
3	7	2015	10	68.62
3	7	2015	11	68.62
3	7	2015	12	68.62
3	7	2015	13	68.62
3	7	2015	14	68.62
3	7	2015	15	68.62
3	7	2015	16	68.62
3	7	2015	17	68.62
3	7	2015	18	68.62
3	7	2015	19	68.62
3	7	2015	20	68.62
3	7	2015	21	68.62
3	7	2015	22	68.62
3	7	2015	23	69.18
4	7	2015	0	69.18
4	7	2015	1	68.62
4	7	2015	2	68.62
4	7	2015	3	68.90
4	7	2015	4	68.62
4	7	2015	5	68.90
4	7	2015	6	68.62
4	7	2015	7	68.62
4	7	2015	8	68.62
4	7	2015	9	68.62
4	7	2015	10	68.62
4	7	2015	11	68.62
4	7	2015	12	68.62
4	7	2015	13	68.62
4	7	2015	14	68.62
4	7	2015	15	68.07
4	7	2015	16	67.80
4	7	2015	17	67.52
4	7	2015	18	67.52
4	7	2015	19	67.52
4	7	2015	20	67.25
4	7	2015	21	66.70
4	7	2015	22	66.43
4	7	2015	23	66.43
5	7	2015	0	65.89
5	7	2015	1	65.35
5	7	2015	2	65.35
5	7	2015	3	65.35
5	7	2015	4	65.08
5	7	2015	5	64.28
5	7	2015	6	64.28
5	7	2015	7	63.75
5	7	2015	8	63.49
5	7	2015	9	63.22
5	7	2015	10	63.22
5	7	2015	11	63.22
5	7	2015	12	62.44
5	7	2015	13	62.18
5	7	2015	14	62.18
5	7	2015	15	62.18
5	7	2015	16	62.18
5	7	2015	17	61.92
5	7	2015	18	61.66
5	7	2015	19	61.14
5	7	2015	20	61.14
5	7	2015	21	61.14
5	7	2015	22	60.63
5	7	2015	23	60.37
6	7	2015	0	60.11
6	7	2015	1	60.11
6	7	2015	2	60.11
6	7	2015	3	60.11
6	7	2015	4	59.35
6	7	2015	5	59.35
6	7	2015	6	59.10
6	7	2015	7	59.10
6	7	2015	8	59.10
6	7	2015	9	59.10
6	7	2015	10	59.10
6	7	2015	11	58.60
6	7	2015	12	58.85
6	7	2015	13	58.60
6	7	2015	14	58.85
6	7	2015	15	58.34
6	7	2015	16	58.09
6	7	2015	17	58.09
6	7	2015	18	58.09
6	7	2015	19	58.09
6	7	2015	20	58.09
6	7	2015	21	58.09
6	7	2015	22	57.60
6	7	2015	23	57.84
7	7	2015	0	57.35
7	7	2015	1	57.10
7	7	2015	2	57.10
7	7	2015	3	57.10
7	7	2015	4	57.10
7	7	2015	5	57.10
7	7	2015	6	56.36
7	7	2015	7	56.11
7	7	2015	8	56.11
7	7	2015	9	56.11
7	7	2015	10	56.11
7	7	2015	11	56.11
7	7	2015	12	56.11
7	7	2015	13	55.14
7	7	2015	14	55.14
7	7	2015	15	55.14
7	7	2015	16	55.14
7	7	2015	17	55.14
7	7	2015	18	55.14
7	7	2015	19	54.66
7	7	2015	20	54.66
7	7	2015	21	54.18
7	7	2015	22	54.18
7	7	2015	23	54.18
8	7	2015	0	54.18
8	7	2015	1	53.47
8	7	2015	2	53.23
8	7	2015	3	53.23
8	7	2015	4	53.23
8	7	2015	5	53.23
8	7	2015	6	53.23
8	7	2015	7	53.23
8	7	2015	8	52.28
8	7	2015	9	52.28
8	7	2015	10	52.28
8	7	2015	11	52.28
8	7	2015	12	52.28
8	7	2015	13	52.05
8	7	2015	14	52.05
8	7	2015	15	51.35
8	7	2015	16	51.35
8	7	2015	17	51.35
8	7	2015	18	51.35
8	7	2015	19	50.89
8	7	2015	20	50.43
8	7	2015	21	50.43
8	7	2015	22	50.43
8	7	2015	23	50.43
9	7	2015	0	50.43
9	7	2015	1	50.20
9	7	2015	2	49.52
9	7	2015	3	49.52
9	7	2015	4	49.52
9	7	2015	5	49.52
9	7	2015	6	49.52
9	7	2015	7	49.52
9	7	2015	8	49.52
9	7	2015	9	49.52
9	7	2015	10	49.30
9	7	2015	11	49.30
9	7	2015	12	49.30
9	7	2015	13	48.85
9	7	2015	14	48.85
9	7	2015	15	48.85
9	7	2015	16	49.07
9	7	2015	17	48.62
9	7	2015	18	48.62
9	7	2015	20	48.62
9	7	2015	21	48.62
9	7	2015	22	48.62
9	7	2015	23	48.62
10	7	2015	0	48.62
10	7	2015	1	48.62
10	7	2015	2	48.85
10	7	2015	3	49.07
10	7	2015	4	48.85
10	7	2015	5	48.85
10	7	2015	6	49.30
10	7	2015	7	48.62
10	7	2015	8	48.62
10	7	2015	9	48.62
10	7	2015	10	48.62
10	7	2015	11	48.62
10	7	2015	12	48.62
10	7	2015	13	48.62
10	7	2015	14	48.62
10	7	2015	15	48.62
10	7	2015	16	48.62
10	7	2015	17	47.95
10	7	2015	18	47.73
10	7	2015	19	47.73
